"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01023199999","2021-11-05T16:10:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","34","41","","","","","76","BKN:07 22","","","6.21","","280","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET058METAR ENDR 051510Z 28033KT 9999 VCSH BKN022CB 05/01 Q0999=","","","","","","","","","",""
"01023199999","2021-11-05T16:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","36","41","","","","","81","","","","","","260","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051550Z AUTO 26031KT 05/02 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T17:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","36","41","","","","","81","","","","","","270","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051620Z AUTO 27026KT 05/02 Q0999=","","","","","","","","","",""
"01023199999","2021-11-05T17:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","290","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051650Z AUTO 29031KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T18:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","28","43","","","","","57","","","","","","280","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET045METAR ENDR 051720Z AUTO 28032KT 06/M02 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T18:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","290","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051750Z AUTO 29031KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T19:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","280","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051820Z AUTO 28030KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T19:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","280","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051850Z AUTO 28034KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T20:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","280","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051920Z AUTO 28033KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T20:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","280","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 051950Z AUTO 28032KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T21:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","32","41","","","","","70","","","","","","280","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 052020Z AUTO 28035KT 05/00 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T22:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","36","41","","","","","81","","","","","","300","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 052120Z AUTO 30033KT 05/02 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T22:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","36","43","","","","","76","","","","","","290","51","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 052150Z AUTO 29033G44KT 06/02 Q0998=","","","","","","","","","",""
"01023199999","2021-11-05T23:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","43","","","","","76","","","","","","290","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 052220Z AUTO 29039KT 06/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-05T23:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","290","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 052250Z AUTO 29036KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-06T00:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","43","","","","","71","","","","","","300","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 052320Z AUTO 30034KT 06/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-06T00:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","36","43","","","","","76","","","","","","300","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 052350Z AUTO 30033KT 06/02 Q0998=","","","","","","","","","",""
"01023199999","2021-11-06T01:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","45","","","","","66","","","","","","300","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060020Z AUTO 30034KT 07/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-06T01:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","34","45","","","","","66","","","","","","300","51","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 060050Z AUTO 30033G44KT 07/01 Q0999=","","","","","","","","","",""
"01023199999","2021-11-06T02:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","34","41","","","","","76","","","","","","300","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060120Z AUTO 30034KT 05/01 Q0998=","","","","","","","","","",""
"01023199999","2021-11-06T02:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","36","43","","","","","76","","","","","","310","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060150Z AUTO 31037KT 06/02 Q0999=","","","","","","","","","",""
"01023199999","2021-11-06T03:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","43","","","","","81","","","","","","290","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060220Z AUTO 29027KT 06/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-06T03:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","45","","","","","76","","","","","","300","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060250Z AUTO 30032KT 07/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-06T04:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.53","37","45","","","","","76","","","","","","310","45","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 060320Z AUTO 31027G39KT 07/03 Q1000=","","","","","","","","","",""
"01023199999","2021-11-06T04:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.53","36","45","","","","","71","","","","","","320","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060350Z AUTO 32026KT 07/02 Q1000=","","","","","","","","","",""
"01023199999","2021-11-06T05:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.53","36","45","","","","","71","","","","","","350","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060420Z AUTO 35025KT 07/02 Q1000=","","","","","","","","","",""
"01023199999","2021-11-06T05:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.56","34","45","","","","","66","","","","","","350","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060450Z AUTO 35024KT 07/01 Q1001=","","","","","","","","","",""
"01023199999","2021-11-06T06:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.59","34","43","","","","","71","","","","","","340","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060520Z AUTO 34020KT 06/01 Q1002=","","","","","","","","","",""
"01023199999","2021-11-06T06:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.59","34","45","","","","","66","","","","","","350","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060550Z AUTO 35018KT 07/01 Q1002=","","","","","","","","","",""
"01023199999","2021-11-06T07:10:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.62","34","45","","","","","66","","","","6.15","","340","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET045METAR ENDR 060610Z 34017KT CAVOK 07/01 Q1003=","","","","","","","","","",""
"01023199999","2021-11-06T07:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.62","36","43","","","","","76","","","","","","350","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060650Z AUTO 35018KT 06/02 Q1003=","","","","","","","","","",""
"01023199999","2021-11-06T08:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.65","36","43","","","","","76","","","","","","VRB","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET052METAR ENDR 060720Z AUTO 34010KT 310V020 06/02 Q1004=","","","","","","","","","",""
"01023199999","2021-11-06T08:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.65","36","43","","","","","76","","","","","","350","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 060750Z AUTO 35019KT 06/02 Q1004=","","","","","","","","","",""
"01023199999","2021-11-06T09:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.68","34","45","","","","","66","","","","","","VRB","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET052METAR ENDR 060820Z AUTO 35011KT 300V040 07/01 Q1005=","","","","","","","","","",""
"01023199999","2021-11-06T09:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.68","32","45","","","","","61","","","","","","VRB","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENDR 060850Z AUTO 35009KT 290V030 07/M00 Q1005=","","","","","","","","","",""
"01023199999","2021-11-06T10:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.68","32","45","","","","","61","","","","","","VRB","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENDR 060920Z AUTO 33012KT 300V010 07/M00 Q1005=","","","","","","","","","",""
"01023199999","2021-11-06T10:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.68","30","46","","","","","53","","","","","","VRB","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENDR 060950Z AUTO 32013KT 280V350 08/M01 Q1005=","","","","","","","","","",""
"01023199999","2021-11-06T11:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.71","32","46","","","","","57","","","","","","VRB","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENDR 061020Z AUTO 31012KT 300V030 08/M00 Q1006=","","","","","","","","","",""
"01023199999","2021-11-06T11:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.71","34","45","","","","","66","","","","","","VRB","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET052METAR ENDR 061050Z AUTO 35010KT 300V020 07/01 Q1006=","","","","","","","","","",""
"01023199999","2021-11-06T12:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.68","34","45","","","","","66","","","","","","VRB","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET052METAR ENDR 061120Z AUTO 34010KT 310V010 07/01 Q1005=","","","","","","","","","",""
"01023199999","2021-11-06T12:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.68","32","45","","","","","61","","","","","","VRB","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENDR 061150Z AUTO 34010KT 300V010 07/M00 Q1005=","","","","","","","","","",""
